Text,Label
"Ã¢ÂÂ Evidence was heard that if a mental health screening assessment is carried out in one part of the country, the results and conclusions reach may not necessarily be immediately available in another part of the country, when a further assessment is carried out.",Communication and Culture- Verbal and Written Communication
Absence of vital background information could result in an incorrect prioritisation for onward referral as it did in this case.,Communication and Culture- Verbal and Written Communication
He was on a training course run by Quadrant which he found stressful and with which he struggled.,Organisational Factors- Staff Training and Education
"The support offered was through Peer Support who allow pilots to talk to Regulation 28 Ã¢ÂÂ After Inquest Template Updated 15/10//2024 TG another pilot who is a trained mental health first aider, but they are not medically trained.",Organisational Factors- Staff Training and Education
"Although HM Coroner is of the view that there is great merit in talking through difficulties with those in the same industry, I have concerns that Peer Support is not adequate support for those who are suffering severe mental health difficulties and suicidal thoughts.",Organisational Factors- Care planning
There were communication difficulties experienced by JonathanÃ¢ÂÂs family and his supported housing with the community mental health trust responsible for his ongoing healthcare during the early part of 2024.,Communication and Culture- Verbal and Written Communication
It was unclear at inquest if service users and their support network had been provided with details of any service changes and current up to date contact details.,Communication and Culture- Verbal and Written Communication
This meant that important information was not being received by the community mental health team.,Communication and Culture- Verbal and Written Communication
The community mental health team actively encouraged communication by text message and emails but had no system in place to intervene when the care co-ordinator was not at work and had left no Ã¢ÂÂout of officeÃ¢ÂÂ message.,Communication and Culture- Verbal and Written Communication
"Such assessments are important in guiding effective care and treatment, as well as being a potential gateway to access other relevant services.",Organisational Factors- Support from other departments
"This combined with the fact of an increased risk of suicidal behaviour amongst those who receive a diagnosis of ASD, gives rise to a concern that future deaths may occur on account of the delays in ASD assessment.",Organisational Factors- Care planning
This means that waiting times for ASD assessments in Hertfordshire remain lengthy which in turn gives rise to a risk of future deaths occurring for the reasons set out above.,Organisational Factors- Care planning
"Ã¢ÂÂ (1) Mrs Beasley was seen at home following a call to the mental health crisis team and required a full V4 mental health assessment that did not take place and instead an SBAR review was completed, and the nurse did not scrutinise the medications and medication changes that had been previously made and made errors about the doses.",Human Error- Violations
Mrs Beasley contacted the crisis team again a few days later repeating that she had not shared information and again was not asked what the information was and was not given an appointment.,Communication and Culture- Verbal and Written Communication
Mrs BeasleyÃ¢ÂÂs telephone contacts were noted in her medical record with no details recorded as to what the additional information Mrs Beasley wanted to share.,Communication and Culture- Verbal and Written Communication
This should have alerted staff to the fact that an urgent assessment was required when Mrs Beasley attended mental health liaison following an overdose of her medication.,Organisational Factors- Care planning
This did not happen.,Human Error- Slips or Lapses
"When Mrs Beasley contacted the crisis team, she was again informed incorrectly that she had recently had a V4 psychiatric assessment and did not require an urgent appointment.",Organisational Factors- Care planning
"Ã¢ÂÂ¢ This group should include representatives from police, custodial, ambulance, emergency medicine, mental health, and the judicial and coronial system.",Organisational Factors- Support from other departments
"Ã¢ÂÂ¢ Members of the cross-sector working group should collaborate on the development and delivery of training materials for staff working across public services Ã¢ÂÂ¢ All services should seek to improve standardised collection of disaggregated data on presentations and outcomes, and to conduct regular multi-disciplinary reviews to support high-quality research on this topic.",Organisational Factors- Support from other departments
"I have also heard that there is no knowledge of such cross-sector working or joint agency policy in place within the East Midlands generally, or nationally.",Organisational Factors- Staff Training and Education
"People at risk of developing ABD often also fall into categories of vulnerability, such as suffering with a mental health disorder or using illicit substances.",Organisational Factors- Care planning
"To my mind, this increases the risk of future death in the absence of any collaboration.",Organisational Factors- Care planning
"Lack of agreed joint agency policy between EMAS and the police on s.136 MHA 1983 detentions I issued a PFD on 17 July 2025, part way through the final inquest hearing, to raise my concern over the apparent confusion with both the police and EMAS as to the applicable joint agency policy dealing with s.136 MHA 1983 detention and conveyance.",Organisational Factors- Policies and Procedures
"Since that PFD was issued, the evidence has developed and the position at the end of the inquest was as follows: Ã¢ÂÂ¢ The police confirmed that the document titled Ã¢ÂÂNottingham and Nottinghamshire Multi-Agency Policy & Procedure Review Group Memorandum of Understanding: Joint Agency, sections 135 and 136 Mental Health Act 1983 ProceduresÃ¢ÂÂ has been ratified within their organisation and continues to remain the relevant joint-agency policy for s.136 detention and conveyance.",Organisational Factors- Policies and Procedures
"They have confirmed that an employee at EMAS signed off on the 2021 version, but that this information was never disseminated within the organisation because the finalised version of the policy remained within that employeeÃ¢ÂÂs email inbox.",Human Error- Slips or Lapses
"The consequence appears to be that EMAS has never implemented this policy, rather they have been working to an internal policy for Mental Health Conveyance that contains different working standards.",Organisational Factors- Policies and Procedures
"Acknowledging that there is no confusion for the police as to the relevant policy, and that they do consider that it has been implemented, I remain concerned.",Organisational Factors- Policies and Procedures
My concerns can now properly be formulated as follows: Ã¢ÂÂ¢ There is no joined up thinking between agencies on the local policy for s.136 MHA 1983 detention and conveyance.,Organisational Factors- Support from other departments
"Ã¢ÂÂ¢ Internal disorganisation within EMAS has culminated in a situation where, even after a period of investigation between 17 July Ã¢ÂÂ 25 July, they are unable to tell the Court which, if any, joint agency policy applies to them.",Organisational Factors- Policies and Procedures
They are unable to tell the Court whether they are still part of the relevant working group.,Human Error- Slips or Lapses
"It does not appear that the is compliance with this guidance, published by the Department of Health.",Organisational Factors- Policies and Procedures
"Of the nine police officers that gave evidence to me in this inquest on s.136 matters, none of them knew about the police policy on calling an ambulance to convey a s.136 detainee.",Human Error- Slips or Lapses
"Either officers do not know that they should call an ambulance, or they are ignoring their training/the instructions that they are given.",Organisational Factors- Staff Training and Education
Police training on s.136 MHA 1983 detention and mental health I heard evidence that there is no national training for police officers on the correct wording to communicate a decision and the reasons for a s.136 detention to the detainee.,Organisational Factors- Staff Training and Education
"Further, that there is no specific training in relation to persons who are struggling with their mental health and who may be under the influence of illicit substances.",Organisational Factors- Staff Training and Education
"Local protocols should set out how this advice can be provided and who the police should contact, including outside of normal business hoursÃ¢ÂÂ.",Organisational Factors- Staff Training and Education
"I am concerned that I have not seen any local protocol as to who the police should contact out of hours, and I note that EMAS do have available mental health nurses between the hours of 1am and 8am.",Organisational Factors- Policies and Procedures
This again appears to be a local policy and communication issue.,Organisational Factors- Policies and Procedures
"However, I have heard evidence that there is no service available to patients for management, monitoring and treatment in circumstances where they are unable to abstain from substances but require care for the residual mental health condition.",Organisational Factors- Care planning
"In circumstances where it is clinically recognised that substance misuse can exacerbate the symptoms of many mental health conditions, this gives risk to a clear risk of future death.",Organisational Factors- Care planning
"These services often required self-referral, which is not realistic for many people in these circumstances.",Organisational Factors- Care planning
c. Whilst there is a legal duty on persons selling this substance to report Ã¢ÂÂsuspiciousÃ¢ÂÂ,Human Error- Violations
b. the small quantities being purchased had been incorrectly evaluated to be an increase in,Human Error- Slips or Lapses
"of websites, primarily created in the USA, Canada and Mexico that promoted information as",Organisational Factors- Policies and Procedures
"It was accepted in evidence that there is insufficient awareness of the Service by health professionals including midwives, health visitors and GPÃ¢ÂÂs.",Organisational Factors- Staff Training and Education
Whilst attempts have been made to raise awareness and encourage direct referrals to the Service (rather than via the Single Point of Access) this remains inadequate.,Organisational Factors- Staff Training and Education
If health professionals are unaware of the Service then mothers-to-be and mothers who require assistance will not be fully supported.,Organisational Factors- Staff Training and Education
There are only 2 temporary perinatal health visitors across the 3 Health Board areas and not one in the Eastern area of the Health Board.,Local Working Conditions- Workload and Staffing Issues
This means that there is no written justiÃ¯Â¬Âcation for decisions made or written actions and therefore these discussions and decisions do not form part of any health record for the patient which would be relevant to the overall management of the patient.,Communication and Culture- Verbal and Written Communication
"Although not determined to be probably causative of the death, by the date of LindaÃ¢ÂÂs death ASC had failed to respond substantively or at all to the Adult Safeguarding Referral dated 29th September 2023; the referral for a CarerÃ¢ÂÂs Assessment for Linda herself, received by ASC on 2nd October 2023; the concerns reiterated by LindaÃ¢ÂÂs family when chasing the 2nd October referral on 16th October 2023.",Communication and Culture- Verbal and Written Communication
"The oral evidence of the ASC Service Manager at the inquest (though not mentioned in her statement prepared for the purposes of the inquest), confirmed that the Team Manager responsible for downgrading the Priority 1 status of the carerÃ¢ÂÂs assessment referral on 2nd October to Priority 2, without recording a rationale, had likely done so without undertaking the required consideration of either the readily available ASG referral of the 29th September, or the Mental Health Act assessment of Linda herself from the previous year.",Human Error- Violations
"She agreed that, had an estimated Ã¢ÂÂten minuteÃ¢ÂÂ review of the Ã¢ÂÂslim filesÃ¢ÂÂ for both Linda and her husband been undertaken, as should have happened, the Priority level could not and would not have been reasonably downgraded.",Human Error- Violations
"There appears to me to be a continuing lack of robust Service level oversight of those managers themselves, (including the appropriateness of their decision making), absent which any sub-optimal performance by said managers may well not be identified.",Organisational Factors- Care planning
"e. Absent a sufficiently robust system for providing oversight and identifying and significantly mitigating (if not entirely removing) such individual human error, alongside, for example, the inclusion of simple auditable check lists of matters to be accessed, reviewed and documented whenever a referral is received, then there is a continuing risk of urgent future referrals being inappropriately graded as Priority 2 (and/or being downgraded from Priority 1) without the requisite thorough and 4 professional review, adequately documented, being undertaken.",Organisational Factors- Care planning
"The MATTERS OF CONCERN are as follows: (brief summary of matters of concern) Department of Health and Social Care (2023), Care and Support Statutory Guidance, Section 14.17 states in relation to Self Neglect and Hoarding Disorder: Ã¢ÂÂThis covers a wide range of behaviour neglecting to care of oneÃ¢ÂÂs personal hygiene, health or surroundings and includes behaviour such as hoarding.",Organisational Factors- Policies and Procedures
"There may come a point when they are no longer able to do this, without external support.Ã¢ÂÂ During the course of the evidence I heard from social workers and safeguarding professionals than in relation to assessing whether Ã¢ÂÂthe pointÃ¢ÂÂ had been reached in relation to an adult suffering from Hoarding Disorder and Executive Dysfunction there was no specific guidance and that such guidance would in future be welcome.",Organisational Factors- Policies and Procedures
"Currently they are constrained by existing guidance for assessing mental capacity, which does not directly recognise Executive Dysfunction, or for assessing whether the adultÃ¢ÂÂs behaviour constitutes Regulation 28 Ã¢ÂÂ After Inquest Document Template Updated 30/07/2021 a potentially chargeable criminal or regulatory offence, for example in relation to public nuisance, health hazard, or anti social behaviour, rather than the root cause of the behaviour - a mental disorder or disorders.",Organisational Factors- Policies and Procedures
The MATTER OF CONCERN is as follows: 1) Evidence from a senior member of North London NHS TrustÃ¢ÂÂs clinical leadership team revealed that there is a lack of a nationwide policy / approach to anti-ligature measures in mental health settings.,External Factors- National Policies
"A considerable amount of work has been undertaken by Practice Plus Group (PPG) since Marta's death to ensure continuity of care to prisoners upon release in the prisons where PPG provide health care, such as ensuring the care is discharged to the prisonerÃ¢ÂÂs GP and, if required, a referral to the relevant health care providers completed.",Organisational Factors- Care planning
"There are national standards of care and NICE guidelines in place, however none of these provide practical guidance around the delivery of care to ensure continuity of care.",Organisational Factors- Policies and Procedures
The perpetrator of MartaÃ¢ÂÂs death was released homeless on the 27th October 2020 which led to an additional complication around the referral of his care to a Community Mental Health Team (CMHT).,Organisational Factors- Care planning
"Processes are in place between HMP Winchester and Dorset Healthcare University NHS Foundation Trust, who provide the mental health care in Dorset, to ensure that when a person is released homeless a referral for that personÃ¢ÂÂs continued mental health care will be accepted by DHUFT if that personÃ¢ÂÂs GP is registered in Dorse.",Organisational Factors- Escalation/referral factor
There is no national guidance about the continuity of care for prisoners upon release from prison when homeless.,External Factors- National Policies
I am concerned that this lack of continuity of care could lead to future deaths.,Organisational Factors- Care planning
This guidance details the risk assessments to be undertaken which are a crucial stage in the management of these offenders.,Organisational Factors- Policies and Procedures
The risk assessments detailed in the guidance are aimed at the assessment of the sexual risk of offenders and evidence was given that there is no bespoke risk assessment tool or guidance to assess the violence of such offenders to assist staff within MOSOVO units to undertake their role.,Organisational Factors- Policies and Procedures
"There is, therefore, a lack of guidance on how to risk assess and manage offenders who are managed under MOSOVO when they present with the risk of violence, or an escalating risk of violence.",Organisational Factors- Policies and Procedures
"Evidence was given that as this would limit the information SWAST had access to about a patient in Dorset, this would impact upon the care provided to those in Dorset by SWAST which could lead to a future death.",Organisational Factors- Policies and Procedures
"I was told that there are no 1-to-1 sessions in which personnel can openly talk about their experiences and trauma, which is something that they may be reluctant to do in an open setting for fear of going against the grain or culture of being physically and mentally resilient.",Communication and Culture- Safety Culture
prescribed and a lack of evidence regarding how this should be undertaken.,Organisational Factors- Policies and Procedures
The issue of privacy and electronic monitoring on psychiatric wards is clearly a complex,Organisational Factors- Policies and Procedures
of patient observation could result in future deaths.,Organisational Factors- Policies and Procedures
"In late 2018 Nigel became seriously mentally unwell and was admitted to a Mental Health Unit, under the Mental Health Act provisions, for a period of 3 months.",Situational- Patient Factors
"Nigel remained well until Friday 8th March 2024, when due to his decline in mental health he was taken to see his GP, and on the 9th March 2024 Nigel was prevented by family intervention from ending his life by .",Situational- Patient Factors
"This incident led to NigelÃ¢ÂÂs family speaking to the on duty Authorised Mental Health Professional (AMHP) from the Suffolk Emergency Duty Service Team, on the evening of 9th March 2024.",Organisational Factors- Escalation/Referral Factor
"The court heard that the normal route for such referrals was via the GP Surgery, or primary care Mental Health Nurse, neither of whom in NigelÃ¢ÂÂs case would have been available before 08:00 on Monday 11th March 2024.",Organisational Factors- Escalation/Referral Factor
was not passed over the airwaves.,Human Error- Slips or Lapses
"Following lack of compliance to drop the object, the taser officer",Human Error- Slips or Lapses
"fired the first taser at 09:06:15, in response to non-compliance and movement in the",Human Error- Slips or Lapses
direction of the ono-taser officer.,Human Error- Slips or Lapses
The second taser did not allow control of Mr Omishore.,Human Error- Slips or Lapses
"Despite the response officers having all required training, the use of the taser did not",Organisational Factors- Staff Training and Education
from a mental health crisis) was not passed to responding officers before they arrived at,Human Error- Slips or Lapses
"had been tasered for the third time, it cannot be concluded that the actions of the police",Human Error- Slips or Lapses
concerns and in 3 out of 7 of these calls the member of the public told the call,Human Error- Slips or Lapses
only recorded by one call handler on the CHS system and passed to the CAD,Communication and Culture- Verbal and Written Communication
and thus dispatchers in Ã¢ÂÂremarks.Ã¢ÂÂ This information was never transmitted over,Communication and Culture- Verbal and Written Communication
the airwaves to the responding officers and so could not have been considered,Communication and Culture- Verbal and Written Communication
in their NDMs prior to their arrival at the scene.,Communication and Culture- Verbal and Written Communication
access to CADs to undertake their own assessment prior to arriving at the,Communication and Culture- Verbal and Written Communication
incident due to a combination of lack of time to start their computer tablet and to,Human Error- Slips or Lapses
health NICL code was recorded then it would need a further code qualifying it as,Organisational Factors- Policies and Procedures
again therefore could not have been considered by responding officers and thus,Communication and Culture- Verbal and Written Communication
The incident was being monitored in dispatch AWS by a controller performing,Organisational Factors- Policies and Procedures
multiple tasks who had also missed the remarks in relation to mental health and,Human Error- Slips or Lapses
not passed on information over the airwaves in relation to units assigned by,Communication and Culture- Verbal and Written Communication
sight of the taser but also the training requirement to use clear and commanding,Organisational Factors- Staff Training and Education
That there is an inconsistancy of approach between call handlers/first,Situational- Individual Staff Factors 
the public that may represent a training issue; in this case the mental health,Organisational Factors- Staff Training and Education
That the call handlers/ first responders may have a training issue in relation,Organisational Factors- Staff Training and Education
to the importance of recording this information in manner which is likely to,Communication and Culture- Verbal and Written Communication
That the above concern of potential training need is highlighted by the,Organisational Factors- Staff Training and Education
Whilst training for first responders appears to,Organisational Factors- Staff Training and Education
"health issues, it does not appear to contain any advice in relation to the",Organisational Factors- Policies and Procedures
importance of such information to be recorded especially in relation to black,Communication and Culture- Verbal and Written Communication
That the limitation of 3 NICL codes makes it difficult to record mental health,Organisational Factors- Policies and Procedures
That call handlers/first responders may need training as to where to record,Organisational Factors- Staff Training and Education
That the lack of NICL code Ã¢ÂÂmental health believedÃ¢ÂÂ compounds this.,Organisational Factors- Policies and Procedures
That dispatchers may require training in relation to the importance of,Organisational Factors- Staff Training and Education
That dispatchers may require training in relation to what to pass out more,Organisational Factors- Staff Training and Education
and understand let alone pass such information out to responding officers.,Communication and Culture- Verbal and Written Communication
"pressure of work, important issues such as mental health concerns for the",Situational- Individual Staff Factors 
"to responding officers when applying their NDMs, and the reliance of",Organisational Factors- Policies and Procedures
That training for response officers may require review in relation to tactical,Organisational Factors- Staff Training and Education
"After a steady deterioration in his mental state, a mental health referral on 17.11.22 led to a belated mental health examination conducted by a registered learning disability nurse on 6.12.22.",Organisational Factors- Escalation/referral factor
"In the week leading up to the nurseÃ¢ÂÂs assessment: (a) A prison officer had made an urgent TAG mental health referral on 30.11.22, citing concerns that Oliver was experiencing active thoughts of self-harm or suicide, and that he ( the officer ) had Ã¢ÂÂmild concernsÃ¢ÂÂ about intentional self-harm, and there were Ã¢ÂÂdefinite indicatorsÃ¢ÂÂ of unintentional self-harm; and (b) Oliver himself had submitted a healthcare application form asking to see a doctor, saying that he was Ã¢ÂÂextremely depressedÃ¢ÂÂ, his anxiety was Ã¢ÂÂreally highÃ¢ÂÂ and he was Ã¢ÂÂnot coping at all, please helpÃ¢ÂÂ; These important events were not highlighted on OliverÃ¢ÂÂs SystmOne medical record, and so the nurse conducting the assessment 6.12.22 was not aware of either of these important recent events, and did not take them into account when assessing Oliver; 2) Oliver was allocated a care coordinator on 6.12.12 following the nurseÃ¢ÂÂs assessment.",Communication and Culture- Verbal and Written Communication
"When conducting that RAG rating exercise, the care coordinator did not take into account: (a) The prison officerÃ¢ÂÂs urgent TAG mental health referral of 30.11.22 ( above ); and (b) A further TAG mental health referral made by a prison paramedic which cited Ã¢ÂÂmild concernsÃ¢ÂÂ about both deliberate and unintentional self-harm on OliverÃ¢ÂÂs part, the details of which had been entered onto OliverÃ¢ÂÂs SystmOne medical record.",Human Error- Violations
"In addition, the care coordinator did not raise in the mental health teamÃ¢ÂÂs daily forum.the fact that he was unlikely to have time to see Oliver before he went on leave.",Human Error- Violations
"Had the care coordinator taken into account the referrals at (a)-(b) above, and raised at the daily forum his difficulty in being able to see Oliver, it may well have been that OliverÃ¢ÂÂs case would have merited a more urgent response from the care coordinator or someone else in his stead.",Organisational Factors- Escalation/Referral Factor
"(3) Knowledge of prison staff of the heightened risk of foreign nationals in custody, despite a higher proportion of foreign nationals being detained at HMP Wandsworth.",Organisational Factors- Staff Training and Education
"(4) Communication between prison and healthcare staff regarding: (a) knowledge sharing of those presenting with a serious and enduring mental health illness, such as schizophrenia; (b) inconsistent understanding of healthcare access to the NOMIS by both prison and healthcare staff; and (c) de-activation of NOMIS accounts for healthcare staff due to lack of use Ã¢ÂÂ 21 healthcare accounts were de-activated notwithstanding an increase in available terminals.",Communication and Culture- Verbal and Written Communication
"Ã¯ÂÂ· A mental health liaison nurse, who now is manager of these nurses, did not recognize the patient as high risk, despite his having been persuaded to attend A&E by the police against his will, having just expressed suicidal ideation, made a previous attempt, with alcohol intoxication and absconsion, as at the time he denied suicidality.",Human Error- Slips or Lapses
Even in retrospect in court she did not acknowledge her misjudgement.,Human Error- Slips or Lapses
"Ã¯ÂÂ· A mental health nurse of 9 years standing in the Home Treatment Team who acknowledged the risk to the patientÃ¢ÂÂs life could hardly be higher, failed to document his assessment, as he could not find anywhere to write it before going on his break.",Communication and Culture- Verbal and Written Communication
No staff acknowledged that he had informed them of the risk.,Human Error- Slips or Lapses
"He assumed the patient would get 1:1 monitoring, but did not direct anyone to the need.",Local Working Conditions- Management of Staff and Staffing Levels
"The Mental Health Trust Ã¯ÂÂ· Staff and it appears the director even at the time of the inquest did not appreciate that the A&E policies (Missing Persons, Shared Care) which required risk assessment after an absconsion and alerting managers to the need for extra temporary staff if 1:1 monitoring was needed, also applied to MH staff.",Local Working Conditions- Management of Staff and Staffing Levels
Ã¯ÂÂ· Evidence was heard that staff in KCH A&E and Oxleas NH Trust had been trained on different risk assessment documents.,Organisational Factors- Staff Training and Education
"Although meetings had been reinstated between departments, there had been no audit of absconsions or MH liaison in A&E.",Communication and Culture- Verbal and Written Communication
MH staff and A&E staff write their clinical records in different systems and hospital staff do not have access to MH Rio records.,Communication and Culture- Verbal and Written Communication
"Here that was omitted, potentially with fatal risks.",Human Error- Slips or Lapses
(2) There was confusion about the mental health Trust prescribing dose for Ms Ahmetaj antidepressant medication and an overreliance on discussions with her rather than checking the prescription dose and communication with the GP was delayed.,Organisational Factors- Escalation/referral factor
(3) There were issues around communication and escalation within the Trust mental health team.,Organisational Factors- Escalation/referral factor
(4) The mental health Trust record-keeping did not contain all relevant information relating to the care and treatment there were omissions relating to symptoms and potential signs of deterioration and compliance with medication.,Communication and Culture- Verbal and Written Communication
"This was not dealt with within the Trust for Ms Ahmetaj, and it took two weeks to raise this for the GP to manage.",Organisational Factors- Escalation/Referral Factor
The top floor has mitigation that would prevent a person from jumping/falling but the penultimate floor that has a pedestrian link walkway does not.,Organisational Factors- Physical Environment
"RobertÃ¢ÂÂs death followed an ambulance delay, attributable to a systemic failure, which is likely to have contributed to RobertÃ¢ÂÂs death by preventing lifesaving treatment.",Organisational Factors- Support from other departments
The systemic failure was found to be due to issues within healthcare services external to SWAST and notwithstanding increases in SWAST staff numbers and ambulance numbers.,Organisational Factors- Care planning
"Performance data published by SWAST and considered at Inquest, reveals that in 2023 the two hospitals (in the SWAST region) most impacted by ambulance delays are Royal Cornwall Hospital Truro (Treliske) & University Hospital Trust Plymouth (Derriford).",Organisational Factors- Care planning
The increased resources were not able to overcome the systemic failures impacting SWAST.,Organisational Factors- Care planning
"These investigations found thatÃ¢ÂÂ¦ Ã¢ÂÂÃ¢ÂÂ¦there is a direct link between patients waiting in the hospital for discharge to social care, and patients being cared for inside ambulances and Emergency Departments.Ã¢ÂÂ 6.",Organisational Factors- Care planning
This in turn leads to a build up of patients in emergency departments.,Organisational Factors- Care planning
The triage centre is an attempt to mitigate the risks due to ambulance delay and overcrowding in ED.,Organisational Factors- Care planning
The study showed that for every 72 patients waiting between eight- 4 Information Classification: PUBLIC and 12-hours from their time of arrival in the Emergency Department there is one patient death.,Organisational Factors- Support from other departments
"The build-up of patients in the emergency department leads to handover delays between ambulance and hospital, namely ambulance crews being unable to transfer patients from ambulances into the emergency department.",Organisational Factors- Care planning
It was found that there is a strong correlation between ambulance handover delays and increasing ambulance response times.,Organisational Factors- Support from other departments
"The investigation report stated: Ã¢ÂÂÃ¢ÂÂIt is as simple as the longer a patient is waiting in an ambulance outside a hospital, the longer the next patient will wait for an ambulanceÃ¢ÂÂÃ¢ÂÂ.",Organisational Factors- Care planning
"Handover delays result in multiple ambulance resources being held at hospitals for extended periods, thereby limiting the number of resources on the road to respond to waiting incidents.",Organisational Factors- Care planning
"With fewer resources on the road, the response times to patients inevitably increasesÃ¢ÂÂ¦ Ã¢ÂÂ¦.The impact of the delays Ã¢ÂÂ¦is devastatingÃÂ¸ most significantÃÂ¸ and most immediately evident to patients and their families and carers.",Organisational Factors- Care planning
Less evident is the secondaryÃÂ¸ detrimental effect these delays can bring to the service as a whole.,Organisational Factors- Care planning
Anything above this constitutes a delay which impacts on the availability of resources.,Organisational Factors- Care planning
"The guidance provided to clinicians and nursing staff within the mental health services as to when information and sharing and information gathering was to be undertaken with, and from, family members and how such decisions are to be recorded on the standard forms lacked clarity, particularly as regards the distinction between information sharing and information gathering.",Communication and Culture- Verbal and Written Communication
"Consequently, there is a risk of harm to the individual and others during the time taken for a warrant to be granted and executed.",Organisational Factors- Escalation/referral factor
"3 (6) As individuals have been identified as requiring assessment under the Mental Health Act, the risk of potential harm is recognised.",Organisational Factors- Policies and Procedures
"In the absence of treatment, there is an ongoing risk that individuals will harm themselves or others before the warrant can be executed.",Organisational Factors- Escalation/referral factor
At the material time there was a lack of any training as to compilation of risk assessments.,Organisational Factors- Staff Training and Education
I was informed by a senior manager of Hampshire and Isle of Wight Healthcare NHS Trust that with the translation of Southern Health NHS Foundation Trust into the new Hampshire and Isle of Wight Healthcare NHS Foundation Trust that issue of training is being addressed.,Organisational Factors- Staff Training and Education
"Hampshire and Isle of Wight Healthcare NHS Trust should review its provision of training for agency staff, in particular in respect of risk assessments.",Organisational Factors- Staff Training and Education
"This PFD is not the first time that the issue has been raised with Southern Health NHS Foundation Trust: in 2023 the Senior Coroner for Hampshire, Portsmouth and Southampton issued a PFD on similar grounds arising out of the inquest into the death of Kirsty Taylor.",Communication and Culture- Verbal and Written Communication
"Nor are such families being sufficiently, effectively and meaningfully listened to or understood when they voice concerns, based on their experience of the patient outside of a treatment or assessment environment.",Communication and Culture- Verbal and Written Communication
"Moreover, in 2021 a report commissioned by NHS England into Southern Health Foundation Trust similarly reported on shortfall in communication with families.",Communication and Culture- Verbal and Written Communication
"Hampshire and Isle of Wight Healthcare NHS Trust should review guidelines and procedures concerning communication with family and friends of patients with mental health difficulties by its permanent and agency staff, and monitoring of whether such communication has taken place.",Organisational Factors- Staff Training and Education
In SapphireÃ¢ÂÂs case a bed was not found for her within a 19-day period.,Organisational Factors- Care planning
The unsuitability of the environment of A&E as a holding place for those in need of a mental health bed.,Organisational Factors- Physical Environment
The environment in A&E can exacerbate and cause further deterioration in their mental health 5.,Organisational Factors- Physical Environment
"Ã¢ÂÂ (1) Although HMP Rochester had addressed many of the concerns raised by the PPO in advance of the inquest, evidence was given at the inquest that some officers chairing reviews did not read relevant documentation beyond the last ACCT review prior to the review taking place.",Communication and Culture- Safety Culture
"guidance or suggested training to sellers, particularly ie cquired by members of",Organisational Factors- Staff Training and Education
c. Whilst there is a legal duty on persons selling this substance to report Ã¢ÂÂsuspiciousÃ¢ÂÂ transactions,Human Error- Slips or Lapses
"within 24 hours to the Home Office, the purchase of small quantities is being presumed to be",Human Error- Slips or Lapses
"connected to the many legitimate uses of the substance (such as food preservation, fertilizer etc)",Human Error- Slips or Lapses
"d. The current Home Office guidance and supporting video, leaflet and posters do not reference",Organisational Factors- Policies and Procedures
"websites, primarily created in the USA, Canada and Mexico that promoted information as to how to",Human Error- Slips or Lapses
"Ã¢ÂÂ (1) During the 16:44 call, by following the Ã¢ÂÂRight Care, Right PersonÃ¢ÂÂ procedure there was a refusal to the request that the police attend, even when a family member was expressing the view that there was a real and immediate risk to life.",Organisational Factors- Escalation/referral factor
"(2) During the 16:44 call the Ã¢ÂÂRight Care, Right PersonÃ¢ÂÂ advice to contact mental health services appears to have disregarded the fact that the mental health crisis team do not have the power to enter locked premises and so would require police attendance to facilitate entry to the premises.",Organisational Factors- Policies and Procedures
"(4) Although there is a procedure in place to have a negative Ã¢ÂÂRight Care, Right PersonÃ¢ÂÂ decision reviewed by a supervisor, this causes additional delay in circumstances when attendance could be extremely time-sensitive.",Organisational Factors- Policies and Procedures
"Ã¢ÂÂ (1) I am concerned that providing treatment for Mr Lindsay's mental health was passed between several teams, with none of them being willing to accept that it fell within the ambit of services they had been commissioned to provide.",Organisational Factors- Escalation/referral factor
I consider that the lack of clarity as to the responsibility for providing such care may cause further deaths.,Local Working Conditions- Lines of Responsibility
1. lam concerned of the continuing lack of Mental Health Unit inpatient,Organisational Factors- Care planning
"beds in Suffolk, and more widely throughout England and Wales.",Organisational Factors- Care planning
"At the time of TimÃ¢ÂÂs mental health crisis on the 2"" February 2024, had",Organisational Factors- Care planning
admitted as there were five other individuals in the queue before him,Organisational Factors- Care planning
also waiting for admission.,Organisational Factors- Care planning
lack of inpatient Mental Health Unit beds have contributed to a death-,Organisational Factors- Care planning
It was heard in evidence that a different team (the Crisis Resolution and,Situational- Team Factors
Home Treatment Team) were the Ã¢ÂÂgatekeepersÃ¢ÂÂ for admission and this,Situational- Team Factors
When reviewed by Crisis Resolution and Home Treatment Team staff,Situational- Team Factors
and his admission was denied.,Organisational Factors- Care planning
"professional, a patientÃ¢ÂÂs family, and the patient themselves, is deemed",Organisational Factors- Care planning
insufficient evidence for an admission to a Mental Health Unit as a,Organisational Factors- Care planning
voluntary inpatient.,Organisational Factors- Care planning
"I heard evidence that there is an acknowledged concern in Epsom General HospitalÃ¢ÂÂs emergency department that patients with psychiatric presentations, who are assessed to require compulsory admission under the Mental Health Act 1983, are detained without being under section in the emergency department awaiting psychiatric beds.",Organisational Factors- Care planning
There have been up to 10 psychiatric patients at any one time being held in the emergency department awaiting a psychiatric bed.,Organisational Factors- Physical Environment
I remain concerned that there in no plan to stop this practice and that therefore: a.),External Factors- National Policies
